nombre,marca,cantidades_disponibles,precio,precio_original,descripcion,referencia,url_producto,url_imagen
MICHAEL KORS POUR HOMME ABSOLU EDP 100 Ml,,100ml,$219.000,,Una fragancia cálida y vigorizante de cítricos que eleva la masculinidad a un nivel cautivador.,8084,https://www.rp-luxury.com/es/fragancias-masculinas/8084-6660-michael-kors-pour-homme-absolu-edp-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_masculinas\8084.jpg
TOMMY HILFIGER TOMMY NEW YORK EDT 100 Ml,,100ml,$187.000,,"Fragancia masculina Tommy Hilfiger. Tommy New York captura la energía, el optimismo y el ritmo de la ciudad en una fragancia vibrante. Comienza con lavanda aromática, seguida de un enérgico trío de especias: cilantro, cardamomo y pimienta rosa. La fragancia se asienta con la riqueza de la madera de cedro, dejando una estela audaz y amaderada.",7991,https://www.rp-luxury.com/es/fragancias-masculinas/7991-6568-tommy-hilfiger-tommy-new-york-edt-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_masculinas\7991.jpg
DOLCE & GABBANA DEVOTION POUR HOMME PARFUM,,50ml | 100ml,$274.000,,Dolce&Gabbana Devotion For Men Parfum celebra la esencia de la elegancia masculina con un toque de sensualidad aún más atrevido. Un acorde fougère que rinde homenaje a la fuerza eterna del corazón y a la verdadera dedicación a lo que uno ama realmente.,7990,https://www.rp-luxury.com/es/fragancias-masculinas/7990-6566-dolce-gabbana-devotion-pour-homme-parfum.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_masculinas\7990.jpg
CALVIN KLEIN CK SILKY COCONUT HAIR & BODY PERFUME MIST 236 Ml,,236 ml,$57.750,,Fresco y refrescante. La primera capa que te pones. Un aroma para el pelo y el cuerpo que te envuelve como una segunda piel.,7898,https://www.rp-luxury.com/es/fragancias-masculinas/7898-6501-calvin-klein-ck-silky-coconut-hair-body-perfume-mist-236-ml.html#/51-talla-236_ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_masculinas\7898.jpg
CALVIN KLEIN CK SHEER PEACH HAIR & BODY PERFUME MIST 236 Ml,,236 ml,$57.750,,Fresca y radiante. La primera capa que te pones. Un aroma para el pelo y el cuerpo que te envuelve como una segunda piel.,7897,https://www.rp-luxury.com/es/fragancias-masculinas/7897-6500-calvin-klein-ck-sheer-peach-hair-body-perfume-mist-236-ml.html#/51-talla-236_ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_masculinas\7897.jpg
CALVIN KLEIN CK NUDE VANILLA HAIR & BODY PERFUME MIST 236 Ml,,236 ml,$57.750,,Cálido y reconfortante. La primera capa que te pones. Un aroma para el pelo y el cuerpo que te envuelve como una segunda piel.,7896,https://www.rp-luxury.com/es/fragancias-masculinas/7896-6499-calvin-klein-ck-nude-vanilla-hair-body-perfume-mist-236-ml.html#/51-talla-236_ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_masculinas\7896.jpg
CALVIN KLEIN CK COTTON MUSK HAIR & BODY PERFUME MIST 236 Ml,,236 ml,$57.750,,Moderno y suave. La primera capa que te pones. Un aroma para el pelo y el cuerpo que te envuelve como una segunda piel.,7895,https://www.rp-luxury.com/es/fragancias-masculinas/7895-6498-calvin-klein-ck-cotton-musk-hair-body-perfume-mist-236-ml.html#/51-talla-236_ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_masculinas\7895.jpg
VERSACE EAU FRAICHE EXTREME POUR HOMME EDP,,50ml | 100ml | 200ml,$242.000,,"Versace Eau Fraîche Extrême es una fragancia para el hombre fuerte y seguro de sí mismo que ama el lujo y tiene un ojo inquebrantable para el estilo. Para el hombre que hace de su alma su fuerza, que se siente libre y sabe saborear la vida momento a momento. Versace Eau Fraîche Extrême reinventa los ingredientes más clásicos de la perfumería masculina con acentos inesperados, creando una fragancia de sorprendente frescura.",,https://www.rp-luxury.com/es/fragancias-masculinas/7889-6489-versace-eau-fraiche-extreme-pour-homme-edp.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_masculinas\sin_ref_8642391111971023151.jpg
MOSCHINO TOY BOY 2 EAU DE PARFUM,,30ml | 50ml | 100ml,$123.900,,"El icónico oso de peluche de moschino regresa en un elegante tono gris carbón mate, revelando una fragancia atrevida amaderada-ámbar-especiada que obliga a cambiar lo ordinario por lo extraordinario. Unas rocías y disfruta de una vibrante explosión de nuez moscada picante y jengibre efervescente que invita a un viaje juguetón e irónico más allá de la cotidianidad gris. Un corazón de café intenso y cedro deja un rastro cálido y vivaz que promete aún más emociones.",7888,https://www.rp-luxury.com/es/fragancias-masculinas/7888-6486-moschino-toy-boy-2-eau-de-parfum.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_masculinas\7888.jpg
BOSS BOTTLED BEYOND EAU DE PARFUM 100 Ml,,100ml,$289.170,,"Despierta admiración con BOSS Bottled Beyond, un Eau de Parfum premium donde los opuestos se fusionan. En una armoniosa dualidad especiada, el jengibre estimulante difunde el perfil puro y vibrante de la fragancia, mientras que el cuero exhala sensualidad.",7851,https://www.rp-luxury.com/es/fragancias-masculinas/7851-6446-boss-bottled-beyond-eau-de-parfum-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_masculinas\7851.jpg
RALPH LAUREN RALPH´S CLUB NEW YORK EDP 110 Ml,,110ml,$375.000,,"La fragancia Ralph's Club New York es sofisticada, sensual y arrebatadora, con una seducción inspirada en la vitalidad de la ciudad de Nueva York. Se abre con una explosión de jugosa grosella negra, utilizada por primera vez en una fragancia masculina, antes de dar paso a una mezcla de vainilla cremosa y cálidas notas de sándalo.",7839,https://www.rp-luxury.com/es/fragancias-masculinas/7839-6440-ralph-lauren-ralphs-club-new-york-edp-110-ml.html#/40-talla-110ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_masculinas\7839.jpg
